lat,lon,anomaly
-58.42931937172774,291.875,1.2619991
-58.42931937172774,296.875,1.3212128
-58.42931937172774,301.875,1.3140717
-58.42931937172774,306.875,1.3351192
-58.42931937172774,311.875,1.3751755
-58.42931937172774,316.875,1.361084
-58.42931937172774,321.875,1.3739738
-58.42931937172774,326.875,1.4666748
-58.42931937172774,331.875,1.5550785
-58.42931937172774,336.875,1.6297646
-58.42931937172774,341.875,1.7092667
-58.42931937172774,346.875,1.793829
-58.42931937172774,351.875,1.8950634
-58.42931937172774,356.875,2.0174751
-54.659685863874344,1.875,1.4157963
-54.659685863874344,6.875,1.4920483
-54.659685863874344,11.875,1.6368713
-54.659685863874344,16.875,1.6381607
-54.659685863874344,21.875,1.5568638
-54.659685863874344,26.875,1.4826927
-54.659685863874344,31.875,1.4393768
-54.659685863874344,36.875,1.430788
-54.659685863874344,41.875,1.4279308
-54.659685863874344,46.875,1.4092884
-54.659685863874344,51.875,1.3771725
-54.659685863874344,56.875,1.3666611
-54.659685863874344,61.875,1.3910942
-54.659685863874344,66.875,1.420578
-54.659685863874344,71.875,1.4381733
-54.659685863874344,76.875,1.4515705
-54.659685863874344,81.875,1.3371468
-54.659685863874344,86.875,1.2885513
-54.659685863874344,91.875,1.2478924
-54.659685863874344,96.875,1.2342243
-54.659685863874344,101.875,1.1983032
-54.659685863874344,106.875,1.1601677
-54.659685863874344,111.875,1.1122074
-54.659685863874344,116.875,1.0678158
-54.659685863874344,121.875,1.0363064
-54.659685863874344,126.875,1.0103245
-54.659685863874344,131.875,0.98762894
-54.659685863874344,136.875,0.97719574
-54.659685863874344,141.875,0.99115753
-54.659685863874344,146.875,0.97984123
-54.659685863874344,151.875,0.9541149
-54.659685863874344,156.875,0.93307495
-54.659685863874344,161.875,0.9284382
-54.659685863874344,166.875,0.96466637
-54.659685863874344,171.875,0.9703064
-54.659685863874344,176.875,0.9512825
-54.659685863874344,181.875,0.9266567
-54.659685863874344,186.875,0.916481
-54.659685863874344,191.875,0.86629295
-54.659685863874344,196.875,0.766592
-54.659685863874344,201.875,0.6955223
-54.659685863874344,206.875,0.64915276
-54.659685863874344,211.875,0.5902138
-54.659685863874344,216.875,0.51190376
-54.659685863874344,221.875,0.529768
-54.659685863874344,226.875,0.59700966
-54.659685863874344,231.875,0.6903076
-54.659685863874344,236.875,0.72377014
-54.659685863874344,241.875,0.7258568
-54.659685863874344,246.875,0.7390213
-54.659685863874344,251.875,0.8336868
-54.659685863874344,256.875,0.9321995
-54.659685863874344,261.875,0.99869156
-54.659685863874344,266.875,1.0294209
-54.659685863874344,271.875,1.0498867
-54.659685863874344,276.875,1.0488472
-54.659685863874344,281.875,1.0230961
-54.659685863874344,286.875,1.0633278
-54.659685863874344,291.875,1.1613274
-54.659685863874344,296.875,1.0459347
-54.659685863874344,301.875,1.0187416
-54.659685863874344,306.875,0.98836136
-54.659685863874344,311.875,0.9925747
-54.659685863874344,316.875,1.0083828
-54.659685863874344,321.875,1.0011425
-54.659685863874344,326.875,1.0440941
-54.659685863874344,331.875,1.1073666
-54.659685863874344,336.875,1.1503067
-54.659685863874344,341.875,1.1874714
-54.659685863874344,346.875,1.2399673
-54.659685863874344,351.875,1.2945213
-54.659685863874344,356.875,1.3419876
-50.89005235602094,1.875,1.2441654
-50.89005235602094,6.875,1.3317204
-50.89005235602094,11.875,1.3620052
-50.89005235602094,16.875,1.2800808
-50.89005235602094,21.875,1.271555
-50.89005235602094,26.875,1.3184433
-50.89005235602094,31.875,1.3328362
-50.89005235602094,36.875,1.3527298
-50.89005235602094,41.875,1.3557148
-50.89005235602094,46.875,1.3049755
-50.89005235602094,51.875,1.3072186
-50.89005235602094,56.875,1.3220234
-50.89005235602094,61.875,1.3769131
-50.89005235602094,66.875,1.372036
-50.89005235602094,71.875,1.3476372
-50.89005235602094,76.875,1.3297863
-50.89005235602094,81.875,1.3075447
-50.89005235602094,86.875,1.2526073
